id,latitude,longitude,location,vehicle_number,vehicle_type,description,violation_type,offence_code,created_datetime,closed_datetime,modified_datetime,device_id,created_by_id,center_code,police_station,data_sent_to_scita,junction_name,action_taken_timestamp,data_sent_to_scita_timestamp,updated_vehicle_number,updated_vehicle_type,validation_status,validation_timestamp
FKID000378,13.0489074,77.6456707,"Hennur Main Road, Geddalahalli, Bengaluru, Karnataka. Pin-560077 (India)",FKN00GL0370,CAR,NULL,"[""NO PARKING""]",[113],2023-11-30 19:49:46+00,NULL,2023-11-30 19:51:23.889181+00,FKDEV00150,FKUSR00150,81,Hennuru,TRUE,No Junction,NULL,NULL,FKN00GL0370,CAR,approved,2023-11-30 19:58:29.889+00
FKID000379,12.934068071777288,77.68976915672452,"Outer Ring Road, Prestige Silver Crest, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)",FKN00GL0371,SCOOTER,NULL,"[""NO PARKING"",""WRONG PARKING"",""PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC"",""PARKING IN A MAIN ROAD""]","[113,112,111,107]",2024-03-15 00:03:46+00,NULL,2024-03-15 00:07:33.282115+00,FKDEV00016,FKUSR00016,13,HAL Old Airport,TRUE,No Junction,NULL,2024-04-01 18:59:49.929887+00,FKN00GL0371,SCOOTER,approved,2024-04-14 01:36:13.887+00
FKID000380,12.934068071777288,77.68976915672452,"Outer Ring Road, Prestige Silver Crest, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)",FKN00GL0372,SCOOTER,NULL,"[""NO PARKING"",""WRONG PARKING"",""PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC"",""PARKING IN A MAIN ROAD""]","[113,112,111,107]",2024-03-15 00:05:46+00,NULL,2024-03-15 00:07:35.772204+00,FKDEV00016,FKUSR00016,13,HAL Old Airport,TRUE,No Junction,NULL,2024-04-01 18:59:49.937469+00,FKN00GL0372,SCOOTER,approved,2024-04-14 01:31:05.187+00
FKID000381,12.934068071777288,77.68976915672452,"Outer Ring Road, Prestige Silver Crest, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)",FKN00GL0373,MOTOR CYCLE,NULL,"[""NO PARKING"",""WRONG PARKING"",""PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC"",""PARKING IN A MAIN ROAD""]","[113,112,111,107]",2024-03-15 00:05:46+00,NULL,2024-03-15 00:07:36.870098+00,FKDEV00016,FKUSR00016,13,HAL Old Airport,TRUE,No Junction,NULL,2024-04-01 18:59:49.939821+00,FKN00GL0373,MOTOR CYCLE,approved,2024-04-14 01:31:17.381+00
FKID000382,12.95908,77.5764494,"Dispensary Road, Kalasipalyam, Bengaluru, Karnataka. Pin-560002 (India)",FKN00GL0374,SCOOTER,NULL,"[""WRONG PARKING""]",[112],2024-03-27 16:41:46+00,NULL,2024-03-27 16:44:20.689887+00,FKDEV00151,FKUSR00151,28,City Market,TRUE,BTP104 - Medical College Circle,NULL,2024-04-13 23:55:45.536079+00,NULL,NULL,NULL,NULL
FKID000383,12.9548065,77.5817926,"Lalbagh Fort Road, Sudhama Nagar, Mavalli, Bengaluru, Karnataka. Pin-560004 (India)",FKN00GL0375,SCOOTER,NULL,"[""WRONG PARKING""]",[112],2023-11-30 07:11:46+00,NULL,2023-11-30 07:49:22.698687+00,FKDEV00152,FKUSR00152,28,City Market,TRUE,BTP119 - Minerva Circle,NULL,NULL,FKN00GL0375,SCOOTER,approved,2023-11-30 22:03:57.94+00
FKID000384,12.9678593,77.578561,"Avenue Road, Avenue Circle, Chickpete, Bengaluru, Karnataka. Pin-560002 (India)",FKN00GL0376,MOPED,NULL,"[""WRONG PARKING""]",[112],2023-11-30 05:16:46+00,NULL,2023-11-30 05:33:12.067873+00,FKDEV00153,FKUSR00153,28,City Market,TRUE,BTP082 - KR Market Junction,NULL,NULL,FKN00GL0376,MOPED,approved,2023-11-30 22:03:49.336+00
FKID000385,12.9170516,77.5000243,"Global City Tech Park Road, Mylasandra Village, Mylasandara, Bengaluru, Karnataka. Pin-560059 (India)",FKN00GL0377,SCOOTER,NULL,"[""WRONG PARKING""]",[112],2023-11-30 05:21:46+00,NULL,2023-11-30 05:33:29.843333+00,FKDEV00154,FKUSR00154,42,Kengeri,TRUE,No Junction,NULL,NULL,FKN00GL0377,SCOOTER,approved,2023-11-30 22:03:58.729+00
FKID000386,12.9287283,77.609365,"Thavarekere Main Road, Chikka Adugodi, Sadduguntepalya, Bengaluru, Karnataka. Pin-560029 (India)",FKN00GL0378,PASSENGER AUTO,NULL,"[""PARKING IN A MAIN ROAD"",""WRONG PARKING""]","[107,112]",2023-11-30 07:22:46+00,NULL,2023-11-30 07:44:28.597443+00,FKDEV00092,FKUSR00092,31,Mico Layout,TRUE,No Junction,NULL,NULL,FKN00GL0378,PASSENGER AUTO,approved,2023-11-30 22:04:06.922+00
FKID000387,12.9636786,77.5771735,"Kalasipalyam Main Road, City Market Circle, Bengaluru, Karnataka. Pin-560002 (India)",FKN00GL0379,LGV,NULL,"[""WRONG PARKING"",""DEFECTIVE NUMBER PLATE""]","[112,116]",2023-11-30 02:14:46+00,NULL,2023-11-30 16:39:30.617475+00,FKDEV00069,FKUSR00069,28,City Market,TRUE,BTP082 - KR Market Junction,NULL,NULL,FKN00GL0379,LGV,rejected,2023-11-30 22:04:09.038+00
FKID000388,12.9465702,77.5661988,"Dr Masti Venkatesh Iyengar Road, Gavipuram Extension, Bengaluru, Karnataka. Pin-560004 (India)",FKN00GL0380,LGV,NULL,"[""WRONG PARKING""]",[112],2024-03-15 00:06:46+00,NULL,2024-03-15 00:08:57.386768+00,FKDEV00155,FKUSR00155,7,Basavanagudi,TRUE,BTP215 - Vanivillas Junction,NULL,2024-04-01 19:00:50.022287+00,FKN00GL0380,LGV,approved,2024-04-14 23:27:30.692+00
FKID000389,12.9638524,77.57713,"Kalasipalyam Main Road, City Market Circle, Bengaluru, Karnataka. Pin-560002 (India)",FKN00GL0381,SCOOTER,NULL,"[""WRONG PARKING""]",[112],2023-11-30 02:05:46+00,NULL,2023-11-30 16:39:29.856456+00,FKDEV00069,FKUSR00069,28,City Market,TRUE,BTP082 - KR Market Junction,NULL,NULL,FKN00GL0381,SCOOTER,rejected,2023-11-30 22:04:21.596+00
FKID000390,12.9635903,77.5766596,"KR Main Road, City Market Circle, Bengaluru, Karnataka. Pin-560002 (India)",FKN00GL0382,GOODS AUTO,NULL,"[""WRONG PARKING""]",[112],2024-03-27 16:36:46+00,NULL,2024-03-27 16:47:39.000151+00,FKDEV00151,FKUSR00151,28,City Market,TRUE,BTP082 - KR Market Junction,NULL,2024-04-13 23:55:45.555879+00,NULL,NULL,NULL,NULL
FKID000391,12.9637605,77.5772144,"Kalasipalyam Main Road, City Market Circle, Bengaluru, Karnataka. Pin-560002 (India)",FKN00GL0383,PASSENGER AUTO,NULL,"[""WRONG PARKING""]",[112],2023-11-30 01:56:46+00,NULL,2023-11-30 16:37:38.21851+00,FKDEV00069,FKUSR00069,28,City Market,TRUE,BTP082 - KR Market Junction,NULL,NULL,FKN00GL0383,PASSENGER AUTO,approved,2023-11-30 22:04:28.704+00
FKID000392,12.96326,77.5764467,"KR Main Road, City Market Circle, Bengaluru, Karnataka. Pin-560002 (India)",FKN00GL0384,CAR,NULL,"[""WRONG PARKING""]",[112],2024-03-27 16:38:46+00,NULL,2024-03-27 16:47:40.296146+00,FKDEV00151,FKUSR00151,28,City Market,TRUE,BTP082 - KR Market Junction,NULL,2024-04-13 23:55:45.562197+00,NULL,NULL,NULL,NULL
FKID000393,12.9794685,77.6036635,"Lady Curzon Road, Shivaji Nagar Intersection Junction, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL0385,CAR,NULL,"[""WRONG PARKING""]",[112],2023-11-30 00:53:46+00,NULL,2023-11-30 01:18:16.696153+00,FKDEV00063,FKUSR00063,16,Shivajinagar,TRUE,BTP211 - Central Street Junction,NULL,NULL,FKN00GL0385,CAR,approved,2023-11-30 22:04:52.261+00
FKID000394,12.9289767,77.60935,"3rd Cross Road, Bovi Colony, Sadduguntepalya, Bengaluru, Karnataka. Pin-560029 (India)",FKN00GL0386,GOODS AUTO,NULL,"[""PARKING IN A MAIN ROAD"",""WRONG PARKING""]","[107,112]",2023-11-30 07:23:46+00,NULL,2023-11-30 07:44:29.462482+00,FKDEV00092,FKUSR00092,31,Mico Layout,TRUE,No Junction,NULL,NULL,FKN00GL0386,GOODS AUTO,approved,2023-11-30 22:04:58.085+00
FKID000395,12.9879233,77.7339496,"Whitefield Road, Hoodi, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560048, India",FKN00GL0387,MOTOR CYCLE,NULL,"[""PARKING ON FOOTPATH"",""NO PARKING""]","[105,113]",2023-12-19 05:01:46+00,NULL,2023-12-19 07:02:21.802525+00,FKDEV00156,FKUSR00156,84,Mahadevapura,FALSE,No Junction,NULL,NULL,NULL,NULL,NULL,NULL
FKID000396,12.9794718,77.6036268,"Lady Curzon Road, Shivaji Nagar Intersection Junction, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL0388,CAR,NULL,"[""WRONG PARKING""]",[112],2023-11-30 00:53:46+00,NULL,2023-11-30 01:18:18.112289+00,FKDEV00063,FKUSR00063,16,Shivajinagar,TRUE,BTP211 - Central Street Junction,NULL,NULL,FKN00GL0388,CAR,approved,2023-11-30 22:04:56.341+00
FKID000397,12.99126,77.58856,"Palace Road, Kalpana Circle, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL0389,SCOOTER,NULL,"[""WRONG PARKING""]",[112],2023-11-30 04:14:46+00,NULL,2023-11-30 04:16:54.009437+00,FKDEV00157,FKUSR00157,11,High ground,TRUE,BTP032 - Windsor Circle,NULL,NULL,FKN00GL0389,SCOOTER,rejected,2023-11-30 22:05:24.022+00
FKID000398,12.967872,77.5785587,"6th Cross Road, Kumberpet, Nagartapete, Bengaluru, Karnataka. Pin-560002 (India)",FKN00GL0390,MOPED,NULL,"[""WRONG PARKING""]",[112],2023-11-30 05:15:46+00,NULL,2023-11-30 05:32:01.689555+00,FKDEV00153,FKUSR00153,28,City Market,TRUE,BTP082 - KR Market Junction,NULL,NULL,FKN00GL0390,MOPED,approved,2023-11-30 22:06:01.074+00
FKID000399,12.9990317,77.5485132,"3rd Main Road, Star Circle, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL0391,MOPED,NULL,"[""WRONG PARKING""]",[112],2024-03-22 22:24:46+00,NULL,2024-03-22 22:41:54.741211+00,FKDEV00036,FKUSR00036,6,Rajajinagar,TRUE,BTP027 - Modi Bridge Junction,NULL,2024-04-09 19:53:06.563136+00,NULL,NULL,NULL,NULL
FKID000400,12.9715553,77.5075457,"Kengeri Main Road, Papareddypalya Circle, Nagarbhavi Stage 2, Bengaluru, Karnataka. Pin-560072 (India)",FKN00GL0392,CAR,NULL,"[""NO PARKING""]",[113],2023-11-19 02:52:46+00,NULL,2023-11-19 03:06:49.01982+00,FKDEV00158,FKUSR00158,85,Jnanabharathi,TRUE,No Junction,NULL,NULL,FKN00GL0392,CAR,approved,2023-11-21 03:44:26.664+00
FKID000401,12.9832102,77.6093403,"Laxmana Mudaliar Street, Nethaji Subhas Chadra Bose Circle, Shivaji Nagar, Bengaluru, Karnataka. Pin-560051 (India)",FKN00GL0393,SCOOTER,NULL,"[""WRONG PARKING""]",[112],2023-11-19 03:38:46+00,NULL,2023-11-19 03:39:50.715057+00,FKDEV00037,FKUSR00037,16,Shivajinagar,TRUE,No Junction,NULL,NULL,FKN00GL0393,SCOOTER,approved,2023-11-20 23:06:27.276+00
FKID000402,12.9832102,77.6093403,"Laxmana Mudaliar Street, Nethaji Subhas Chadra Bose Circle, Shivaji Nagar, Bengaluru, Karnataka. Pin-560051 (India)",FKN00GL0394,SCOOTER,NULL,"[""WRONG PARKING""]",[112],2023-11-19 03:07:46+00,NULL,2023-11-19 03:40:12.522663+00,FKDEV00037,FKUSR00037,16,Shivajinagar,TRUE,No Junction,NULL,NULL,FKN00GL0394,SCOOTER,approved,2023-11-19 21:37:22.838+00
FKID000403,12.9727746,77.5789866,"3rd Cross Road, Kempegowda Extension, Chickpete, Bengaluru, Karnataka. Pin-560009 (India)",FKN00GL0395,SCOOTER,NULL,"[""NO PARKING""]",[113],2024-03-22 22:32:46+00,NULL,2024-03-22 22:42:15.133422+00,FKDEV00020,FKUSR00020,3,Upparpet,TRUE,BTP044 - Sagar Theatre Junction,NULL,2024-04-09 19:53:06.57786+00,NULL,NULL,NULL,NULL
FKID000404,12.9990317,77.5485132,"3rd Main Road, Star Circle, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL0396,MOPED,NULL,"[""WRONG PARKING""]",[112],2024-03-22 22:41:46+00,NULL,2024-03-22 22:42:26.9247+00,FKDEV00036,FKUSR00036,6,Rajajinagar,TRUE,BTP027 - Modi Bridge Junction,NULL,2024-04-09 19:53:06.583544+00,NULL,NULL,NULL,NULL
FKID000405,12.9727746,77.5789866,"3rd Cross Road, Kempegowda Extension, Chickpete, Bengaluru, Karnataka. Pin-560009 (India)",FKN00GL0397,SCOOTER,NULL,"[""NO PARKING""]",[113],2024-03-22 22:32:46+00,NULL,2024-03-22 22:42:40.751328+00,FKDEV00020,FKUSR00020,3,Upparpet,TRUE,BTP044 - Sagar Theatre Junction,NULL,2024-04-09 19:53:06.586355+00,NULL,NULL,NULL,NULL
FKID000406,12.9731066,77.615185,"Mahatma Gandhi Road, Mittal Towers, Yellappa Chetty Layout, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)",FKN00GL0398,PASSENGER AUTO,NULL,"[""NO PARKING""]",[113],2023-11-30 04:10:46+00,NULL,2023-11-30 04:15:06.262544+00,FKDEV00159,FKUSR00159,17,Halasur,TRUE,No Junction,NULL,NULL,FKN00GL0398,PASSENGER AUTO,rejected,2023-11-30 22:09:04.639+00
FKID000407,12.9990317,77.5485132,"3rd Main Road, Star Circle, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL0399,MOPED,NULL,"[""WRONG PARKING""]",[112],2024-03-22 22:24:46+00,NULL,2024-03-22 22:42:53.226423+00,FKDEV00036,FKUSR00036,6,Rajajinagar,TRUE,BTP027 - Modi Bridge Junction,NULL,2024-04-09 19:53:06.595248+00,NULL,NULL,NULL,NULL
FKID000408,12.9818893,77.6033319,"Infantry Road, Prestige Central, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL0400,LGV,NULL,"[""WRONG PARKING""]",[112],2023-11-30 00:47:46+00,NULL,2023-11-30 01:18:21.544678+00,FKDEV00160,FKUSR00160,16,Shivajinagar,TRUE,BTP211 - Central Street Junction,NULL,NULL,FKN00GL0400,LGV,approved,2023-11-30 22:09:05.218+00
FKID000409,12.980876,77.6024864,"Infantry Road, Prestige Central, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL0401,SCOOTER,NULL,"[""WRONG PARKING""]",[112],2023-11-30 00:21:46+00,NULL,2023-11-30 01:18:19.399072+00,FKDEV00160,FKUSR00160,16,Shivajinagar,TRUE,BTP211 - Central Street Junction,NULL,NULL,FKN00GL0401,SCOOTER,approved,2023-11-30 22:09:20.419+00
FKID000410,12.9990317,77.5485132,"3rd Main Road, Star Circle, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL0402,MOPED,NULL,"[""WRONG PARKING""]",[112],2024-03-22 22:42:46+00,NULL,2024-03-22 22:43:26.528018+00,FKDEV00036,FKUSR00036,6,Rajajinagar,TRUE,BTP027 - Modi Bridge Junction,NULL,2024-04-09 19:53:06.606957+00,NULL,NULL,NULL,NULL
FKID000411,12.9727746,77.5789866,"3rd Cross Road, Kempegowda Extension, Chickpete, Bengaluru, Karnataka. Pin-560009 (India)",FKN00GL0403,SCOOTER,NULL,"[""WRONG PARKING""]",[112],2024-03-22 22:32:46+00,NULL,2024-03-22 22:43:39.138074+00,FKDEV00020,FKUSR00020,3,Upparpet,TRUE,BTP044 - Sagar Theatre Junction,NULL,2024-04-09 19:54:01.779016+00,NULL,NULL,NULL,NULL
FKID000412,12.978799,77.5771372,"5th Main Road, R Subanna Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL0404,CAR,NULL,"[""NO PARKING""]",[113],2023-11-30 07:32:46+00,NULL,2023-11-30 07:33:18.751449+00,FKDEV00161,FKUSR00161,3,Upparpet,TRUE,BTP058 - Subbanna Junction,NULL,NULL,FKN00GL0404,CAR,approved,2023-11-30 22:11:17.66+00
FKID000413,12.9744172,77.5782679,"1st Main Road, Sagar Theatre Junction, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",FKN00GL0405,HGV,NULL,"[""WRONG PARKING""]",[112],2023-11-30 00:43:46+00,NULL,2023-11-30 01:04:24.723326+00,FKDEV00075,FKUSR00075,3,Upparpet,TRUE,BTP044 - Sagar Theatre Junction,NULL,NULL,FKN00GL0405,HGV,approved,2023-11-30 22:11:26.397+00
FKID000414,12.9743984,77.5455084,"Chord Road, Manuvana, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",FKN00GL0406,SCOOTER,NULL,"[""NO PARKING""]",[113],2023-11-30 00:52:46+00,NULL,2023-11-30 01:03:36.813922+00,FKDEV00162,FKUSR00162,30,Vijayanagara,TRUE,BTP020 - Hosahalli Metro Station,NULL,NULL,FKN00GL0406,SCOOTER,approved,2023-11-30 22:11:30.3+00
FKID000415,12.9744241,77.5454416,"Chord Road, Manuvana, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",FKN00GL0407,SCOOTER,NULL,"[""NO PARKING""]",[113],2023-11-30 00:53:46+00,NULL,2023-11-30 01:03:39.35662+00,FKDEV00162,FKUSR00162,30,Vijayanagara,TRUE,BTP020 - Hosahalli Metro Station,NULL,NULL,FKN00GL0407,SCOOTER,approved,2023-11-30 22:11:39.275+00
FKID000416,12.9743862,77.5455242,"Chord Road, Manuvana, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",FKN00GL0408,SCOOTER,NULL,"[""NO PARKING""]",[113],2023-11-30 00:52:46+00,NULL,2023-11-30 01:03:36.055676+00,FKDEV00162,FKUSR00162,30,Vijayanagara,TRUE,BTP020 - Hosahalli Metro Station,NULL,NULL,FKN00GL0408,SCOOTER,rejected,2023-11-30 22:11:53.371+00
FKID000417,12.974358,77.5462038,"Chord Road, Manuvana, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",FKN00GL0409,SCOOTER,NULL,"[""NO PARKING""]",[113],2023-11-30 00:50:46+00,NULL,2023-11-30 01:03:20.701105+00,FKDEV00162,FKUSR00162,30,Vijayanagara,TRUE,BTP020 - Hosahalli Metro Station,NULL,NULL,FKN00GL0409,SCOOTER,approved,2023-11-30 22:12:01.162+00
FKID000418,12.9743652,77.5455852,"Chord Road, Manuvana, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",FKN00GL0410,SCOOTER,NULL,"[""NO PARKING""]",[113],2023-11-30 00:51:46+00,NULL,2023-11-30 01:03:26.535112+00,FKDEV00162,FKUSR00162,30,Vijayanagara,TRUE,BTP020 - Hosahalli Metro Station,NULL,NULL,FKN00GL0410,SCOOTER,approved,2023-11-30 22:12:05.927+00
FKID000419,12.9992117,77.5488905,"10th Cross Road, Block 1, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL0411,MOPED,NULL,"[""WRONG PARKING""]",[112],2024-03-22 22:43:46+00,NULL,2024-03-22 22:44:16.323518+00,FKDEV00036,FKUSR00036,6,Rajajinagar,TRUE,BTP027 - Modi Bridge Junction,NULL,2024-04-09 19:54:01.816469+00,NULL,NULL,NULL,NULL
FKID000420,13.01248,77.554535,"80 Feet Ring Road, Orion, Brigade Gateway, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)",FKN00GL0412,MOTOR CYCLE,NULL,"[""WRONG PARKING""]",[112],2023-11-19 02:37:46+00,NULL,2023-11-19 03:40:19.162053+00,FKDEV00163,FKUSR00163,19,Malleshwaram,FALSE,No Junction,NULL,NULL,NULL,NULL,NULL,NULL
FKID000421,12.9743682,77.5462421,"Chord Road, Sindhya Sunshine Apartment, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",FKN00GL0413,SCOOTER,NULL,"[""NO PARKING""]",[113],2023-11-30 00:50:46+00,NULL,2023-11-30 01:03:18.757428+00,FKDEV00162,FKUSR00162,30,Vijayanagara,TRUE,BTP020 - Hosahalli Metro Station,NULL,NULL,FKN00GL0413,SCOOTER,approved,2023-11-30 22:12:14.129+00
FKID000422,12.9743715,77.5461991,"Chord Road, Sindhya Sunshine Apartment, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",FKN00GL0414,SCOOTER,NULL,"[""NO PARKING"",""DEFECTIVE NUMBER PLATE""]","[113,116]",2023-11-30 00:50:46+00,NULL,2023-11-30 01:03:19.644094+00,FKDEV00162,FKUSR00162,30,Vijayanagara,TRUE,BTP020 - Hosahalli Metro Station,NULL,NULL,FKN00GL0414,SCOOTER,approved,2023-11-30 22:12:22.661+00
FKID000423,12.9743578,77.5461926,"Chord Road, Manuvana, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",FKN00GL0415,SCOOTER,NULL,"[""NO PARKING""]",[113],2023-11-30 00:50:46+00,NULL,2023-11-30 01:03:22.410272+00,FKDEV00162,FKUSR00162,30,Vijayanagara,TRUE,BTP020 - Hosahalli Metro Station,NULL,NULL,FKN00GL0415,SCOOTER,approved,2023-11-30 22:12:28.065+00
FKID000424,12.9797941,77.5749238,"Subedar Chatram Road, Anand Rao Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",FKN00GL0416,CAR,NULL,"[""NO PARKING""]",[113],2023-11-30 04:03:46+00,NULL,2023-11-30 04:10:06.939034+00,FKDEV00120,FKUSR00121,3,Upparpet,TRUE,BTP057 - Anand Rao Junction,NULL,NULL,FKN00GL0416,CAR,approved,2023-11-30 22:12:31.19+00
FKID000425,12.9743595,77.545528,"Chord Road, Manuvana, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",FKN00GL0417,SCOOTER,NULL,"[""NO PARKING""]",[113],2023-11-30 00:52:46+00,NULL,2023-11-30 01:03:34.078674+00,FKDEV00162,FKUSR00162,30,Vijayanagara,TRUE,BTP020 - Hosahalli Metro Station,NULL,NULL,FKN00GL0417,SCOOTER,approved,2023-11-30 22:12:35.034+00
FKID000426,12.9801783,77.5748752,"Subedar Chatram Road, Anand Rao Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",FKN00GL0418,SCOOTER,NULL,"[""NO PARKING""]",[113],2023-11-30 04:02:46+00,NULL,2023-11-30 04:10:29.745268+00,FKDEV00120,FKUSR00121,3,Upparpet,TRUE,BTP057 - Anand Rao Junction,NULL,NULL,FKN00GL0418,SCOOTER,rejected,2023-11-30 22:12:48.949+00
FKID000427,12.9743595,77.5455636,"Chord Road, Manuvana, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",FKN00GL0419,MOTOR CYCLE,NULL,"[""NO PARKING"",""DEFECTIVE NUMBER PLATE""]","[113,116]",2023-11-30 00:51:46+00,NULL,2023-11-30 01:03:28.560353+00,FKDEV00162,FKUSR00162,30,Vijayanagara,TRUE,BTP020 - Hosahalli Metro Station,NULL,NULL,FKN00GL0419,MOTOR CYCLE,approved,2023-11-30 22:12:47.631+00
FKID000428,12.9743538,77.5456044,"Chord Road, Manuvana, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",FKN00GL0420,SCOOTER,NULL,"[""NO PARKING""]",[113],2023-11-30 00:51:46+00,NULL,2023-11-30 01:03:24.28179+00,FKDEV00162,FKUSR00162,30,Vijayanagara,TRUE,BTP020 - Hosahalli Metro Station,NULL,NULL,FKN00GL0420,SCOOTER,approved,2023-11-30 22:12:42.535+00
FKID000429,12.9743233,77.5462433,"Chord Road, Manuvana, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",FKN00GL0421,SCOOTER,NULL,"[""NO PARKING""]",[113],2023-11-30 00:50:46+00,NULL,2023-11-30 01:03:16.963507+00,FKDEV00162,FKUSR00162,30,Vijayanagara,TRUE,BTP020 - Hosahalli Metro Station,NULL,NULL,FKN00GL0421,SCOOTER,approved,2023-11-30 22:12:55.518+00
FKID000430,12.9743701,77.5455546,"Chord Road, Manuvana, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",FKN00GL0422,SCOOTER,NULL,"[""NO PARKING""]",[113],2023-11-30 00:52:46+00,NULL,2023-11-30 01:03:33.07987+00,FKDEV00162,FKUSR00162,30,Vijayanagara,TRUE,BTP020 - Hosahalli Metro Station,NULL,NULL,FKN00GL0422,SCOOTER,approved,2023-11-30 22:12:51.364+00
FKID000431,12.9743701,77.5455546,"Chord Road, Manuvana, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",FKN00GL0423,SCOOTER,NULL,"[""NO PARKING""]",[113],2023-11-30 00:52:46+00,NULL,2023-11-30 01:03:30.360621+00,FKDEV00162,FKUSR00162,30,Vijayanagara,TRUE,BTP020 - Hosahalli Metro Station,NULL,NULL,FKN00GL0423,SCOOTER,approved,2023-11-30 22:13:01.836+00
FKID000432,12.9743586,77.5461904,"Chord Road, Manuvana, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",FKN00GL0424,MOTOR CYCLE,NULL,"[""NO PARKING""]",[113],2023-11-30 00:51:46+00,NULL,2023-11-30 01:03:23.55997+00,FKDEV00162,FKUSR00162,30,Vijayanagara,TRUE,BTP020 - Hosahalli Metro Station,NULL,NULL,FKN00GL0424,MOTOR CYCLE,approved,2023-11-30 22:13:09.752+00
FKID000433,12.9795826,77.5749527,"Subedar Chatram Road, AT Extension, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",FKN00GL0425,CAR,NULL,"[""NO PARKING""]",[113],2023-11-30 04:04:46+00,NULL,2023-11-30 04:09:43.754376+00,FKDEV00120,FKUSR00121,3,Upparpet,TRUE,BTP057 - Anand Rao Junction,NULL,NULL,FKN00GL0425,CAR,approved,2023-11-30 22:13:12.258+00
FKID000434,12.9754664,77.5763261,"Kempegowda Road, Kempe Gowda Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",FKN00GL0426,SCOOTER,NULL,"[""WRONG PARKING""]",[112],2023-11-30 07:10:46+00,NULL,2023-11-30 07:28:32.997829+00,FKDEV00093,FKUSR00094,3,Upparpet,TRUE,BTP040 - Elite Junction,NULL,NULL,FKN00GL0426,SCOOTER,approved,2023-11-30 22:13:46.283+00
FKID000435,12.988975,77.5924866,"Millers Road, BKM Gowda Circle, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL0427,PASSENGER AUTO,NULL,"[""WRONG PARKING""]",[112],2023-11-30 00:47:46+00,NULL,2023-11-30 00:57:51.874824+00,FKDEV00164,FKUSR00164,2,Cubbon Park,TRUE,BTP034 - LRDE Junction,NULL,NULL,FKN00GL0427,PASSENGER AUTO,approved,2023-11-30 22:13:54.611+00
